Customer ID,Married,age_gen,Offer,Churn Category,Churn Reason,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
7571-YXDAD,No,Millennials,,Price,Long distance charges,38.28,18.0,74.9,147.15,0.0,0,76.56,223.71
7576-OYWBN,No,Baby boomers,,Competitor,Competitor had better devices,30.25,28.0,76.05,231.8,0.0,0,90.75,322.55
7579-OOPEC,Yes,Baby boomers,Offer E,Competitor,Competitor had better devices,6.86,20.0,50.15,115.1,0.0,0,13.72,128.82
7580-UGXNC,No,Baby boomers,,Price,Extra data charges,25.74,6.0,54.85,104.2,0.0,0,51.48,155.68
7587-RZNME,No,Generation Z,Offer E,Price,Lack of affordable download/upload speed,48.84,41.0,43.3,123.65,0.0,0,146.52,270.17
7593-JNWRU,Yes,Baby boomers,Offer E,Price,Extra data charges,49.2,21.0,44.6,260.8,0.0,0,295.2,556.0
7593-XFKDI,No,Millennials,,Price,Extra data charges,48.22,21.0,-4.0,46.3,0.0,0,48.22,94.52
7594-RQHXR,No,Generation Z,Offer E,Other,Deceased,21.72,52.0,79.6,79.6,0.0,0,21.72,101.32
7595-EUIVN,No,Generation X,,Competitor,Competitor had better devices,14.48,26.0,75.8,75.8,0.0,0,14.48,90.28
7598-UAASY,Yes,Generation Z,Offer E,Competitor,Competitor had better devices,20.5,51.0,76.4,151.8,0.0,0,41.0,192.8
7599-FKVXZ,Yes,Generation X,,Other,Don't know,2.41,21.0,106.15,4512.7,0.0,0,101.22,4613.92
7603-USHJS,No,Millennials,Offer D,Attitude,Attitude of support person,14.96,59.0,73.75,871.4,0.0,0,179.52,1050.92
7613-LLQFO,No,Millennials,,Dissatisfaction,Limited range of services,12.36,23.0,84.45,1059.55,0.0,0,148.32,1207.87
7614-QVWQL,Yes,Generation X,,Other,Moved,,5.0,51.8,2541.25,0.0,50,0.0,2591.25
7615-ESMYF,Yes,Generation Z,,Competitor,Competitor made better offer,,51.0,44.6,97.1,0.0,0,0.0,97.1
7619-ODSGN,Yes,Baby boomers,Offer C,Attitude,Attitude of support person,17.27,18.0,54.75,1338.15,0.0,0,414.48,1752.63
7623-TRNQN,No,Millennials,,Price,Extra data charges,39.6,17.0,49.9,49.9,0.0,0,39.6,89.5
7625-XCQRH,No,Generation X,,Dissatisfaction,Network reliability,15.6,4.0,76.5,837.95,0.0,0,171.6,1009.55
7627-JKIAZ,Yes,Baby boomers,,Competitor,Competitor offered higher download speeds,37.49,29.0,78.95,2839.65,0.0,0,1387.13,4226.78
7632-MNYOY,No,Baby boomers,,Attitude,Attitude of service provider,9.9,25.0,110.9,7432.05,0.0,0,653.4,8085.45
7638-QVMVY,No,Baby boomers,,Attitude,Attitude of support person,26.09,2.0,79.0,522.95,0.0,0,182.63,705.58
7639-SUPCW,No,Millennials,,Competitor,Competitor made better offer,3.95,30.0,48.8,1054.6,0.0,20,86.9,1161.5
7641-EUYET,Yes,Baby boomers,,Dissatisfaction,Product dissatisfaction,49.11,17.0,100.7,4541.2,46.64,0,2259.06,6753.62
7657-DYEPJ,No,Baby boomers,Offer C,Price,Lack of affordable download/upload speed,5.75,30.0,70.15,2497.35,0.0,0,218.5,2715.85
7660-HDPJV,No,Generation X,,Dissatisfaction,Poor expertise of online support,10.08,18.0,69.2,69.2,0.0,0,10.08,79.28
7663-RGWBC,No,Generation X,,Other,Don't know,8.77,10.0,44.15,44.15,0.0,0,8.77,52.92
7665-TOALD,No,Generation Z,,Competitor,Competitor made better offer,14.19,59.0,69.6,69.6,0.0,0,14.19,83.79
7666-WKRON,No,Millennials,,Dissatisfaction,Lack of self-service on Website,24.45,27.0,80.45,3201.55,0.0,0,953.55,4155.1
7675-OZCZG,No,Baby boomers,,Competitor,Competitor made better offer,30.14,6.0,45.0,127.1,0.0,10,90.42,227.52
7683-CBDKJ,Yes,Millennials,,Competitor,Competitor had better devices,45.6,19.0,65.45,937.6,0.0,0,638.4,1576.0
7693-LCKZL,Yes,Generation X,,Competitor,Competitor had better devices,11.54,19.0,80.15,385.0,0.0,0,57.7,442.7
7694-VLBWQ,Yes,Baby boomers,Offer A,Dissatisfaction,Product dissatisfaction,8.18,3.0,104.1,7040.85,0.0,0,548.06,7588.91
7703-ZEKEF,No,Generation X,Offer D,Competitor,Competitor offered more data,18.7,24.0,81.0,1917.1,0.0,0,430.1,2347.2
7716-YTYHG,Yes,Millennials,Offer B,Competitor,Competitor offered higher download speeds,23.95,30.0,82.05,4029.95,0.0,0,1149.6,5179.55
7721-JXEAW,Yes,Generation Z,Offer B,Competitor,Competitor offered higher download speeds,,69.0,41.05,2452.7,0.0,0,0.0,2452.7
7730-IUTDZ,No,Baby boomers,,Dissatisfaction,Network reliability,34.0,11.0,75.2,3198.6,0.0,0,1462.0,4660.6
7734-DBOAI,Yes,Millennials,,Attitude,Attitude of support person,,12.0,40.1,40.1,0.0,10,0.0,50.1
7739-LAXOG,Yes,Generation X,,Competitor,Competitor offered more data,46.92,9.0,91.05,2954.5,0.0,70,1501.44,4525.94
7743-EXURX,Yes,Generation X,Offer E,Dissatisfaction,Product dissatisfaction,3.85,20.0,51.05,415.05,0.0,0,30.8,445.85
7752-XUSCI,No,Generation Z,,Other,Don't know,10.7,71.0,105.9,6396.45,0.0,0,642.0,7038.45
7758-XKCBS,No,Generation X,,Competitor,Competitor offered more data,,29.0,29.7,438.25,0.0,90,0.0,528.25
7760-OYPDY,No,Millennials,,Competitor,Competitor had better devices,5.85,19.0,80.65,144.15,0.0,20,11.7,175.85
7762-URZQH,Yes,Millennials,,Dissatisfaction,Product dissatisfaction,23.51,52.0,106.05,6981.35,0.0,0,1551.66,8533.01
7767-UXAGJ,No,Millennials,,Competitor,Competitor made better offer,28.25,9.0,50.45,50.45,0.0,0,28.25,78.7
7774-OJSXI,No,Generation X,,Dissatisfaction,Poor expertise of phone support,9.27,30.0,103.45,3066.45,0.0,0,287.37,3353.82
7776-QWNFX,Yes,Baby boomers,,Attitude,Attitude of support person,4.65,29.0,50.4,1527.5,0.0,0,139.5,1667.0
7779-LGOVN,Yes,Baby boomers,,Dissatisfaction,Limited range of services,46.5,4.0,86.65,856.65,0.0,0,465.0,1321.65
7780-OTDSO,Yes,Generation X,,Attitude,Attitude of support person,11.3,16.0,99.4,1742.95,0.0,0,203.4,1946.35
7783-YKGDV,No,Generation X,Offer D,Price,Lack of affordable download/upload speed,16.07,14.0,99.7,1238.45,0.0,0,192.84,1431.29
7786-WBJYI,No,Millennials,,Competitor,Competitor made better offer,30.95,26.0,77.95,305.55,0.0,0,123.8,429.35
7802-EFKNY,Yes,Millennials,Offer E,Competitor,Competitor had better devices,,7.0,24.95,100.4,0.0,0,0.0,100.4
7812-FZHPE,Yes,Millennials,Offer D,Price,Long distance charges,18.26,,24.1,409.9,0.0,0,310.42,720.32
7817-BOQPW,No,Millennials,,Competitor,Competitor made better offer,41.37,28.0,75.55,166.3,0.0,0,82.74,249.04
7825-ECJRF,No,Generation X,,Dissatisfaction,Network reliability,28.35,19.0,106.6,1934.45,21.72,40,538.65,2491.38
7825-GKXMW,No,Millennials,Offer E,Competitor,Competitor made better offer,22.11,18.0,-9.0,45.8,0.0,10,22.11,77.91
7831-QGOXH,No,Millennials,,Other,Don't know,24.4,71.0,85.2,1553.9,0.0,0,439.2,1993.1
7839-QRKXN,No,Baby boomers,Offer E,Price,Long distance charges,48.25,,20.2,20.2,0.0,0,48.25,68.45
7841-TZDMQ,No,Generation Z,,Other,Don't know,49.81,41.0,-7.0,84.5,0.0,0,99.62,184.12
7845-URHJN,Yes,Generation Z,,Price,Price too high,11.35,,20.15,156.25,0.0,0,90.8,247.05
7851-FLGGQ,No,Generation X,Offer E,Competitor,Competitor had better devices,,19.0,44.65,44.65,0.0,0,0.0,44.65
7851-WZEKY,No,Millennials,Offer E,Competitor,Competitor made better offer,38.51,25.0,95.15,196.9,0.0,0,77.02,273.92
7853-GVUDZ,Yes,Generation X,Offer E,Price,Long distance charges,3.09,,20.15,20.15,0.0,0,3.09,23.24
7854-EDSSA,No,Generation X,Offer D,Dissatisfaction,Poor expertise of online support,49.43,17.0,59.0,1254.7,0.0,0,1087.46,2342.16
7854-EKTJL,No,Millennials,,Attitude,Attitude of support person,29.81,,19.6,35.85,0.0,0,59.62,95.47
7854-FOKSF,No,Generation X,Offer E,Competitor,Competitor offered higher download speeds,,29.0,35.9,35.9,0.0,0,0.0,35.9
7861-UVUFT,Yes,Millennials,,Competitor,Competitor had better devices,28.3,28.0,84.3,1308.4,0.0,0,424.5,1732.9
7881-EVUAD,No,Generation X,Offer E,Competitor,Competitor offered more data,,21.0,42.6,72.4,0.0,0,0.0,72.4
7881-INRLC,No,Millennials,Offer B,Competitor,Competitor offered more data,14.12,3.0,100.85,4740.0,0.0,0,635.4,5375.4
7890-VYYWG,Yes,Baby boomers,Offer E,Competitor,Competitor had better devices,,20.0,36.45,93.7,0.0,0,0.0,93.7
7892-POOKP,Yes,Generation Z,Offer C,Other,Moved,4.89,47.0,104.8,3046.05,0.0,0,136.92,3182.97
7893-IXHRQ,No,Generation X,,Attitude,Attitude of service provider,15.91,,20.55,20.55,0.0,0,15.91,36.46
7903-CMPEY,Yes,Silent generation,,Competitor,Competitor had better devices,17.51,21.0,80.3,80.3,0.0,0,17.51,97.81
7908-QCBCA,Yes,Generation X,Offer E,Competitor,Competitor had better devices,33.46,12.0,69.4,69.4,0.0,10,33.46,112.86
7912-SYRQT,No,Millennials,Offer E,Competitor,Competitor offered more data,18.99,23.0,75.1,552.95,0.0,0,132.93,685.88
7927-AUXBZ,No,Generation X,Offer C,Attitude,Attitude of support person,9.34,8.0,85.15,2555.9,0.0,0,280.2,2836.1
7931-PXHFC,No,Generation X,,Dissatisfaction,Poor expertise of phone support,46.21,14.0,62.3,2354.8,0.0,0,1755.98,4110.78
7932-WPTDS,Yes,Baby boomers,,Competitor,Competitor made better offer,,19.0,24.8,24.8,0.0,0,0.0,24.8
7938-OUHIO,No,Millennials,Offer E,Attitude,Attitude of service provider,32.76,73.0,98.7,293.65,0.0,0,98.28,391.93
7943-RQCHR,No,Millennials,Offer E,Competitor,Competitor offered more data,10.07,26.0,94.75,889.9,0.0,30,90.63,1010.53
7951-QKZPL,Yes,Generation Z,,Price,Long distance charges,35.31,,24.5,740.3,35.05,0,1165.23,1870.48
7957-RYHQD,No,Baby boomers,Offer B,Price,Price too high,44.86,4.0,79.2,3233.85,0.0,0,1794.4,5028.25
7963-GQRMY,Yes,Generation Z,Offer E,Price,Extra data charges,44.46,51.0,44.3,134.5,0.0,0,133.38,267.88
7969-AULMZ,No,Baby boomers,,Other,Moved,9.06,10.0,97.35,2119.5,0.0,0,190.26,2309.76
7979-CORPM,No,Millennials,,Other,Don't know,35.93,5.0,90.55,2282.55,0.0,0,862.32,3144.87
7989-CHGTL,No,Generation X,Offer E,Competitor,Competitor made better offer,14.17,,19.6,19.6,0.0,0,14.17,33.77
7993-PYKOF,Yes,Generation Z,,Dissatisfaction,Network reliability,5.34,42.0,75.0,632.95,0.0,0,42.72,675.67
8000-REIQB,No,Baby boomers,Offer E,Competitor,Competitor made better offer,22.5,27.0,69.95,69.95,0.0,10,22.5,102.45
8008-HAWED,No,Millennials,Offer D,Competitor,Competitor had better devices,,6.0,50.75,712.75,0.0,10,0.0,722.75
8010-EZLOU,No,Baby boomers,,Competitor,Competitor offered higher download speeds,12.08,5.0,80.2,1217.25,0.0,0,181.2,1398.45
8017-LXHFA,No,Baby boomers,Offer D,Competitor,Competitor made better offer,31.17,23.0,94.75,2293.6,0.0,0,716.91,3010.51
8019-ENHXU,Yes,Generation X,Offer B,Dissatisfaction,Network reliability,34.65,9.0,99.45,4138.05,30.46,140,1455.3,5702.89
8020-BWHYL,No,Baby boomers,,Competitor,Competitor offered more data,7.99,27.0,75.3,1147.45,0.0,0,119.85,1267.3
8035-BUYVG,Yes,Millennials,Offer B,Attitude,Attitude of support person,,21.0,42.35,1716.45,0.0,0,0.0,1716.45
8042-JVNFH,No,Generation Z,,Attitude,Attitude of support person,35.28,51.0,71.35,71.35,0.0,0,35.28,106.63
8051-HJRLT,No,Baby boomers,Offer E,Attitude,Attitude of service provider,18.2,13.0,70.55,70.55,0.0,0,18.2,88.75
8053-WWDRO,Yes,Baby boomers,,Competitor,Competitor made better offer,31.7,,19.5,146.3,0.0,0,190.2,336.5
8058-INTPH,No,Generation X,,Competitor,Competitor made better offer,22.48,5.0,79.65,79.65,0.0,0,22.48,102.13
8058-JMEQO,No,Baby boomers,Offer E,Competitor,Competitor made better offer,12.91,21.0,84.45,762.5,0.0,0,116.19,878.69
8062-YBDOE,No,Baby boomers,,Other,Don't know,7.23,2.0,69.65,69.65,0.0,0,7.23,76.88
8063-GBATB,No,Baby boomers,,Competitor,Competitor had better devices,31.17,25.0,85.25,2287.25,0.0,0,841.59,3128.84
8063-RJYNF,No,Millennials,,Competitor,Competitor offered higher download speeds,20.44,59.0,94.25,1483.25,0.0,140,327.04,1950.29
8065-YKXKD,No,Millennials,,Other,Don't know,5.63,26.0,74.75,799.65,0.0,0,56.3,855.95
8066-POXGX,No,Millennials,Offer D,Attitude,Attitude of service provider,,53.0,-3.0,446.1,0.0,0,0.0,446.1
8073-IJDCM,No,Generation X,Offer E,Price,Long distance charges,26.37,,20.3,20.3,0.0,0,26.37,46.67
8079-XRJRS,Yes,Millennials,Offer B,Dissatisfaction,Network reliability,49.33,16.0,89.75,5769.6,18.72,0,3206.45,8957.33
8080-DDEMJ,No,Baby boomers,Offer E,Attitude,Attitude of support person,15.28,14.0,45.1,45.1,0.0,0,15.28,60.38
8083-YTZES,No,Generation X,,Attitude,Attitude of support person,47.82,13.0,74.35,265.35,0.0,0,191.28,456.63
8086-OVPWV,No,Generation X,,Competitor,Competitor made better offer,26.47,10.0,80.2,181.1,0.0,10,52.94,244.04
8098-LLAZX,No,Baby boomers,Offer E,Competitor,Competitor made better offer,31.61,2.0,95.45,396.1,0.0,0,126.44,522.54
8111-RKSPX,No,Generation Z,Offer E,Dissatisfaction,Service dissatisfaction,29.98,71.0,72.2,305.55,0.0,0,119.92,425.47
8111-SLLHI,Yes,Baby boomers,,Attitude,Attitude of support person,33.25,26.0,105.65,4284.8,0.0,0,1296.75,5581.55
8118-LSUEL,No,Baby boomers,,Dissatisfaction,Product dissatisfaction,17.62,29.0,106.4,2483.5,0.0,0,405.26,2888.76
8128-YVJRG,No,Baby boomers,,Attitude,Attitude of support person,40.32,18.0,79.65,604.7,0.0,0,282.24,886.94
8149-RSOUN,No,Generation X,Offer E,Competitor,Competitor offered more data,16.15,12.0,93.85,93.85,0.0,0,16.15,110.0
8155-IBNHG,Yes,Generation X,,Attitude,Attitude of support person,17.73,29.0,75.4,1747.85,0.0,0,425.52,2173.37
8166-ZZTFS,Yes,Baby boomers,,Attitude,Attitude of support person,21.7,3.0,80.55,5265.1,0.0,0,1432.2,6697.3
8168-UQWWF,No,Generation X,,Competitor,Competitor offered more data,27.57,18.0,97.85,1105.4,0.0,0,303.27,1408.67
8178-EYZUO,No,Generation X,,Price,Extra data charges,15.78,3.0,93.7,4154.8,0.0,0,725.88,4880.68
8182-BJDSI,No,Generation X,Offer C,Attitude,Attitude of service provider,30.28,30.0,89.95,2625.55,0.0,0,847.84,3473.39
8182-PNAGI,No,Generation X,,Price,Extra data charges,46.58,26.0,50.25,593.75,0.0,120,558.96,1272.71
8183-ONMXC,No,Millennials,,Competitor,Competitor made better offer,5.11,6.0,-1.0,159.45,0.0,0,10.22,169.67
8185-UPYBR,Yes,Millennials,,Dissatisfaction,Product dissatisfaction,21.23,13.0,75.5,438.0,0.0,0,127.38,565.38
8199-ZLLSA,No,Generation X,,Competitor,Competitor had better devices,22.66,27.0,118.35,7804.15,0.0,0,1518.22,9322.37
8205-OTCHB,No,Generation X,Offer D,Dissatisfaction,Network reliability,,16.0,43.75,903.6,0.0,0,0.0,903.6
8225-BTJAU,No,Baby boomers,Offer D,Competitor,Competitor had better devices,7.51,18.0,79.25,793.55,0.0,0,75.1,868.65
8229-TNIQA,No,Millennials,Offer E,Other,Don't know,39.9,20.0,45.3,196.95,0.0,0,159.6,356.55
8245-UMPYT,No,Baby boomers,,Dissatisfaction,Poor expertise of phone support,32.11,14.0,96.4,1581.2,47.2,0,513.76,2047.76
8257-RZAHR,Yes,Generation X,Offer D,Competitor,Competitor offered more data,20.4,30.0,64.7,941.0,0.0,0,285.6,1226.6
8258-GSTJK,No,Baby boomers,,Competitor,Competitor had better devices,48.34,20.0,77.0,237.75,0.0,0,145.02,382.77
8260-NGFNY,No,Millennials,,Other,Don't know,,73.0,25.2,25.2,0.0,0,0.0,25.2
8263-JQAIK,No,Baby boomers,,Competitor,Competitor offered more data,,6.0,24.45,47.5,0.0,0,0.0,47.5
8267-ZNYVZ,Yes,Generation X,,Attitude,Attitude of service provider,15.66,24.0,103.75,3361.05,0.0,100,516.78,3977.83
8276-MQBYC,No,Baby boomers,Offer B,Price,Long distance charges,19.49,11.0,97.8,4913.3,0.0,0,993.99,5907.29
8280-MQRQN,No,Millennials,Offer E,Dissatisfaction,Network reliability,23.7,17.0,50.45,50.45,0.0,0,23.7,74.15
8290-YWKHZ,Yes,Baby boomers,,Competitor,Competitor made better offer,33.74,6.0,93.2,2931.0,17.88,0,1079.68,3992.8
8292-TYSPY,No,Generation X,Offer D,Competitor,Competitor offered more data,4.3,23.0,55.0,1046.5,0.0,30,81.7,1158.2
8305-VHZBZ,No,Generation X,,Price,Long distance charges,13.27,,20.2,20.2,0.0,0,13.27,33.47
8327-LZKAS,Yes,Silent generation,,Dissatisfaction,Service dissatisfaction,13.84,18.0,107.55,4533.9,0.0,140,595.12,5269.02
8329-IBCTI,No,Generation X,Offer E,Competitor,Competitor made better offer,6.08,,19.65,19.65,0.0,0,6.08,25.73
8337-MSSXB,No,Baby boomers,,Attitude,Attitude of service provider,29.3,26.0,86.3,1180.95,0.0,10,410.2,1601.15
8337-UPOAQ,Yes,Baby boomers,,Competitor,Competitor made better offer,16.88,24.0,89.8,914.3,0.0,0,168.8,1083.1
8348-HFYIV,No,Generation Z,Offer E,Dissatisfaction,Limited range of services,,51.0,49.25,90.35,0.0,0,0.0,90.35
8357-EQXFO,No,Generation X,Offer E,Competitor,Competitor made better offer,48.36,15.0,95.35,660.9,34.29,0,338.52,965.13
8361-LTMKD,Yes,Baby boomers,,Competitor,Competitor made better offer,10.61,8.0,74.4,306.6,0.0,20,42.44,369.04
8364-TRMMK,No,Generation X,Offer E,Dissatisfaction,Lack of self-service on Website,22.56,3.0,50.65,151.3,0.0,0,67.68,218.98
8372-JUXUI,No,Millennials,,Competitor,Competitor had better devices,14.02,2.0,74.35,74.35,0.0,0,14.02,88.37
8374-XGEJJ,Yes,Baby boomers,Offer B,Dissatisfaction,Product dissatisfaction,31.25,20.0,101.0,4388.4,0.0,150,1343.75,5882.15
8375-DKEBR,No,Baby boomers,Offer E,Competitor,Competitor had better devices,34.51,15.0,69.6,69.6,0.0,0,34.51,104.11
8380-PEFPE,No,Baby boomers,,Competitor,Competitor had better devices,17.54,16.0,71.65,71.65,0.0,0,17.54,89.19
8382-SHQEH,Yes,Generation X,,Price,Long distance charges,29.0,30.0,84.9,764.95,0.0,0,232.0,996.95
8387-MOJJT,Yes,Generation X,,Competitor,Competitor made better offer,34.02,18.0,77.95,3384.0,0.0,0,1428.84,4812.84
8393-DLHGA,No,Generation X,,Competitor,Competitor offered more data,5.27,4.0,95.9,2448.75,0.0,0,131.75,2580.5
8397-MVTAZ,Yes,Generation Z,Offer C,Dissatisfaction,Poor expertise of online support,23.09,52.0,100.05,3480.0,0.0,20,785.06,4285.06
8399-YNDCH,No,Silent generation,,Competitor,Competitor had better devices,34.62,14.0,60.05,1236.15,0.0,0,727.02,1963.17
8413-VONUO,No,Millennials,,Dissatisfaction,Limited range of services,16.76,27.0,95.65,167.3,0.0,0,33.52,200.82
8414-MYSHR,No,Silent generation,,Dissatisfaction,Network reliability,4.59,11.0,91.4,449.75,0.0,0,22.95,472.7
8417-FMLZI,Yes,Generation X,,Dissatisfaction,Product dissatisfaction,26.91,6.0,83.55,477.55,0.0,0,161.46,639.01
8429-XIBUM,No,Generation X,Offer D,Price,Extra data charges,10.33,19.0,101.35,2317.1,0.0,0,227.26,2544.36
8433-WXGNA,No,Generation X,,Other,Don't know,42.16,2.0,75.7,189.2,0.0,0,84.32,273.52
8436-BJUMM,Yes,Baby boomers,Offer C,Competitor,Competitor offered higher download speeds,35.9,26.0,83.75,2070.6,0.0,0,933.4,3004.0
8443-WVPSS,Yes,Generation X,,Dissatisfaction,Service dissatisfaction,43.28,12.0,99.85,990.9,0.0,0,432.8,1423.7
8443-ZRDBZ,No,Baby boomers,,Price,Long distance charges,42.44,29.0,76.05,318.9,0.0,0,169.76,488.66
8444-WRIDW,No,Baby boomers,,Attitude,Attitude of support person,45.59,24.0,80.45,5224.35,0.0,140,3008.94,8373.29
8450-JOVAH,Yes,Baby boomers,,Competitor,Competitor offered higher download speeds,5.67,53.0,56.7,113.55,0.0,0,11.34,124.89
8473-VUVJN,No,Silent generation,,Attitude,Attitude of service provider,39.88,19.0,73.65,73.65,0.0,0,39.88,113.53
8481-YYXWG,No,Millennials,Offer E,Dissatisfaction,Network reliability,10.11,69.0,89.35,461.7,0.0,0,50.55,512.25
8485-GJCDN,No,Baby boomers,,Competitor,Competitor made better offer,30.05,11.0,69.05,318.5,0.0,0,150.25,468.75
8496-EJAUI,No,Generation X,Offer D,Attitude,Attitude of support person,1.79,14.0,73.85,1424.5,0.0,130,34.01,1588.51
8510-AWCXC,No,Baby boomers,Offer D,Attitude,Attitude of support person,7.22,28.0,100.8,1308.1,0.0,0,93.86,1401.96
8515-OCTJS,No,Baby boomers,Offer C,Competitor,Competitor made better offer,19.75,,24.75,692.1,0.0,0,493.75,1185.85
8519-IMDHU,Yes,Baby boomers,,Competitor,Competitor had better devices,45.25,22.0,85.6,1345.55,0.0,0,678.75,2024.3
8519-QJGJD,No,Millennials,Offer D,Attitude,Attitude of service provider,18.74,20.0,75.35,1025.95,0.0,0,262.36,1288.31
8559-CIZFV,Yes,Millennials,Offer D,Other,Don't know,17.57,14.0,77.5,1625.0,18.39,80,368.97,2055.58
8563-IIOXK,Yes,Generation Z,Offer E,Competitor,Competitor offered higher download speeds,36.14,85.0,49.75,331.3,0.0,0,252.98,584.28
8565-CLBZW,No,Generation Z,,Competitor,Competitor made better offer,27.97,58.0,89.85,2165.05,0.0,0,671.28,2836.33
8580-AECUZ,No,Baby boomers,,Competitor,Competitor made better offer,42.3,16.0,79.1,79.1,0.0,0,42.3,121.4
8580-QVLOC,Yes,Silent generation,,Competitor,Competitor made better offer,25.77,6.0,92.45,6440.25,0.0,0,1855.44,8295.69
8593-WHYHV,No,Generation X,Offer E,Other,Don't know,14.28,21.0,85.3,264.8,0.0,0,42.84,307.64
8601-QACRS,No,Generation X,Offer E,Competitor,Competitor made better offer,37.1,2.0,50.6,249.95,0.0,20,185.5,455.45
8603-IJWDN,No,Millennials,Offer E,Competitor,Competitor offered higher download speeds,5.43,18.0,86.6,86.6,0.0,0,5.43,92.03
8610-WFCJF,Yes,Generation X,,Competitor,Competitor offered higher download speeds,49.63,9.0,95.6,4783.5,0.0,0,2431.87,7215.37
8614-VGMMV,No,Millennials,,Competitor,Competitor had better devices,9.71,26.0,49.1,679.55,0.0,0,145.65,825.2
8621-MNIHH,Yes,Baby boomers,,Competitor,Competitor had better devices,2.88,4.0,94.25,3217.55,0.0,0,97.92,3315.47
8623-TMRBY,Yes,Silent generation,Offer B,Competitor,Competitor offered more data,43.58,22.0,84.2,4146.05,0.0,0,2222.58,6368.63
8624-GIOUT,No,Millennials,Offer B,Other,Don't know,35.87,30.0,59.75,2934.3,0.0,0,1757.63,4691.93
8625-AZYZY,Yes,Generation X,Offer C,Competitor,Competitor made better offer,3.0,15.0,104.65,2542.45,0.0,0,72.0,2614.45
8627-EHGIP,No,Millennials,Offer B,Competitor,Competitor offered more data,,4.0,53.95,2375.4,0.0,0,0.0,2375.4
8631-NBHFZ,Yes,Baby boomers,,Competitor,Competitor offered higher download speeds,30.03,15.0,79.4,5154.6,0.0,150,1981.98,7286.58
8634-CILSZ,No,Generation X,Offer A,Competitor,Competitor made better offer,20.44,3.0,104.7,7220.35,0.0,0,1410.36,8630.71
8634-MPHTR,Yes,Baby boomers,,Attitude,Attitude of support person,8.97,19.0,100.05,4871.05,0.0,0,421.59,5292.64
8637-XJIVR,No,Millennials,,Attitude,Attitude of support person,25.34,56.0,78.95,927.35,0.0,80,304.08,1311.43
8640-SDGKB,No,Millennials,,Attitude,Attitude of support person,28.89,3.0,74.4,299.7,0.0,0,115.56,415.26
8642-GVWRF,Yes,Generation Z,,Competitor,Competitor had better devices,28.86,26.0,79.7,165.0,0.0,0,57.72,222.72
8644-XLFBW,No,Baby boomers,Offer E,Competitor,Competitor offered more data,28.46,12.0,71.65,71.65,0.0,0,28.46,100.11
8650-RHRKE,No,Millennials,Offer E,Dissatisfaction,Limited range of services,,48.0,29.65,118.5,0.0,0,0.0,118.5
8651-ENBZX,No,Baby boomers,,Price,Long distance charges,34.39,17.0,106.0,6441.4,0.0,110,2063.4,8614.8
8665-UTDHZ,Yes,Millennials,,Competitor,Competitor had better devices,,58.0,30.2,30.2,0.0,0,0.0,30.2
8676-TRMJS,No,Millennials,,Dissatisfaction,Limited range of services,34.49,52.0,75.0,209.1,0.0,0,103.47,312.57
8679-JOEVF,No,Baby boomers,,Price,Price too high,36.83,16.0,59.4,1023.9,0.0,0,589.28,1613.18
8685-WHQPW,No,Silent generation,,Competitor,Competitor had better devices,5.09,23.0,74.4,1692.6,0.0,0,111.98,1804.58
8696-JKZNU,No,Silent generation,Offer C,Other,Don't know,26.95,17.0,76.25,2841.55,0.0,0,997.15,3838.7
8699-ASUFO,Yes,Baby boomers,,Attitude,Attitude of service provider,8.92,17.0,74.4,527.9,32.46,0,62.44,557.88
8708-XPXHZ,Yes,Generation Z,,Competitor,Competitor had better devices,6.84,27.0,94.2,4186.3,0.0,0,287.28,4473.58
8714-EUHJO,Yes,Millennials,,Dissatisfaction,Poor expertise of online support,38.67,13.0,91.15,2995.45,0.0,0,1198.77,4194.22
8718-PTMEZ,No,Generation X,,Other,Don't know,,16.0,31.05,347.25,0.0,0,0.0,347.25
8722-NGNBH,No,Generation Z,,Competitor,Competitor had better devices,,59.0,40.0,223.45,0.0,0,0.0,223.45
8739-WWKDU,No,Baby boomers,,Competitor,Competitor had better devices,18.46,3.0,89.5,2196.15,0.0,0,461.5,2657.65
8740-CRYFY,No,Baby boomers,Offer E,Competitor,Competitor offered higher download speeds,23.96,22.0,78.95,78.95,0.0,0,23.96,102.91
8740-XLHDR,No,Millennials,,Dissatisfaction,Network reliability,,59.0,43.25,219.0,0.0,0,0.0,219.0
8749-JMNKX,Yes,Silent generation,Offer B,Dissatisfaction,Limited range of services,22.14,30.0,93.8,4750.95,0.0,0,1129.14,5880.09
8752-STIVR,No,Baby boomers,,Dissatisfaction,Limited range of services,27.57,27.0,79.0,303.15,0.0,0,110.28,413.43
8761-NSOBC,No,Millennials,,Dissatisfaction,Network reliability,42.92,23.0,100.55,4398.15,0.0,0,1888.48,6286.63
8773-HHUOZ,No,Generation Z,,Competitor,Competitor offered higher download speeds,40.55,41.0,64.7,1093.1,0.0,0,689.35,1782.45
8775-CEBBJ,No,Millennials,,Competitor,Competitor offered higher download speeds,41.92,29.0,44.2,403.35,0.0,0,377.28,780.63
8775-LHDJH,Yes,Baby boomers,Offer E,Other,Don't know,13.02,30.0,90.6,90.6,0.0,0,13.02,103.62
