Customer ID,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
9103-TCIHJ,4,0,0,0,15,4,1,40.66,1,2,8.0,1,0,1,1,1,3,55.7,899.8,0.0,0,609.9,1509.7,0
9107-UKCKY,2,1,0,7,61,2,1,27.88,1,2,5.0,0,0,0,3,1,1,79.8,4914.8,0.0,70,1700.68,6685.48,1
9108-EJFJP,1,1,0,6,1,5,1,16.06,1,2,59.0,1,0,1,1,1,2,53.55,53.55,0.0,0,16.06,69.61,2
9108-EQPNQ,2,1,2,10,10,4,1,18.57,0,0,26.189958310676094,0,0,0,2,0,2,26.1,225.55,0.0,0,185.7,411.25,1
9110-HSGTV,3,0,0,0,69,1,1,25.73,1,2,22.0,1,1,1,2,1,2,82.45,5555.3,15.38,0,1775.37,7315.29,1
9112-WSNPU,4,0,0,0,35,0,1,16.91,1,1,30.0,0,0,1,1,0,1,70.55,2419.0,0.0,0,591.85,3010.85,1
9114-AAFQH,2,1,0,6,48,2,1,49.88,1,2,42.0,0,0,1,3,1,1,65.65,3094.65,0.0,0,2394.24,5488.89,1
9114-DPSIA,1,1,3,8,72,0,1,2.73,1,2,59.0,1,1,1,2,0,2,81.0,5750.0,0.0,0,196.56,5946.56,1
9114-VEPUF,1,1,0,4,62,2,1,30.51,1,1,41.0,1,0,1,3,0,1,96.1,6001.45,0.0,0,1891.62,7893.07,1
9115-YQHGA,1,0,0,0,40,2,1,34.49,1,2,73.0,0,1,1,1,1,1,51.1,2092.9,0.0,0,1379.6,3472.5,1
9117-SHLZX,2,0,0,0,1,0,1,10.41,1,2,17.0,0,0,1,1,1,3,45.7,45.7,0.0,0,10.41,56.11,0
9121-PHQSR,4,1,0,6,16,4,1,48.41,1,1,6.0,0,0,1,2,1,2,85.05,1391.15,0.0,0,774.56,2165.71,1
9122-UMROB,2,0,0,0,1,0,1,10.84,0,0,26.189958310676094,0,0,0,1,0,2,20.3,20.3,0.0,0,10.84,31.14,2
9124-LHCJQ,1,0,0,0,1,0,1,31.03,1,1,27.0,0,0,1,1,1,2,85.45,85.45,0.0,0,31.03,116.48,0
9127-FHJBZ,4,1,3,1,72,0,1,32.47,1,1,76.0,1,1,1,2,1,1,114.0,8093.15,0.0,0,2337.84,10430.99,1
9127-QRZMH,2,1,0,1,44,0,1,17.61,1,2,24.0,1,1,1,3,1,1,-9.0,2603.95,0.0,0,774.84,3378.79,1
9128-CPXKI,2,0,0,0,59,0,1,30.44,1,1,30.0,0,0,1,2,0,1,95.8,5655.45,0.0,0,1795.96,7451.41,1
9129-UXERG,4,0,0,0,18,0,1,1.27,1,1,3.0,0,1,0,1,1,2,103.6,1806.35,0.0,10,22.86,1839.21,1
9133-AYJZG,2,0,0,0,23,0,1,14.45,1,1,19.0,0,0,1,1,1,2,98.7,2249.1,0.0,0,332.35,2581.45,1
9134-CEQMF,4,1,0,1,7,5,1,13.63,1,1,27.0,0,0,1,1,1,1,89.5,676.7,0.0,0,95.41,772.11,0
9134-WYRVP,3,0,0,0,51,2,1,27.3,1,1,13.0,1,0,1,3,0,2,86.35,4267.15,0.0,0,1392.3,5659.45,1
9135-HSWOC,2,1,1,3,64,2,1,14.93,0,0,26.189958310676094,0,0,0,2,1,1,19.7,1274.05,0.0,0,955.52,2229.57,1
9135-MGVPY,2,1,0,10,69,0,1,48.37,1,2,7.0,1,1,1,2,1,2,84.7,5878.9,0.0,0,3337.53,9216.43,1
9136-ALYBR,3,0,0,0,1,0,0,25.420517214274486,1,3,2.0,0,0,1,1,1,3,24.45,24.45,0.0,0,0.0,24.45,0
9137-NOQKA,5,0,0,0,2,0,1,7.03,0,0,26.189958310676094,0,0,0,2,0,1,19.2,37.2,0.0,0,14.06,51.26,2
9137-UIYPG,2,1,3,1,35,0,1,26.09,1,1,56.0,1,1,0,1,1,1,106.9,3756.45,34.47,150,913.15,4785.13,1
9138-EFSMO,3,1,3,3,26,0,1,24.17,1,1,75.0,0,0,1,3,0,1,78.95,2034.25,0.0,0,628.42,2662.67,1
9139-TWBAS,2,1,0,10,26,0,0,25.420517214274486,1,3,28.0,1,0,0,3,0,1,47.85,1190.5,0.0,80,0.0,1270.5,1
9139-WQQDY,2,1,0,1,49,0,1,26.37,1,1,19.0,0,0,1,3,0,3,100.45,4941.8,0.0,0,1292.13,6233.93,0
9140-CZQZZ,2,1,0,7,68,1,1,47.95,1,2,14.0,1,1,1,2,1,1,79.6,5515.8,0.0,0,3260.6,8776.4,1
9142-KZXOP,2,0,0,0,44,2,1,1.7,1,1,28.0,0,0,1,1,0,2,68.85,2958.95,0.0,0,74.8,3033.75,1
9142-XMYJH,3,0,0,0,29,0,1,2.76,0,0,26.189958310676094,0,0,0,1,0,2,19.35,601.6,0.0,0,80.04,681.64,1
9143-CANJF,2,1,3,7,24,0,1,27.37,1,2,85.0,1,1,1,1,0,1,55.15,1319.85,0.0,0,656.88,1976.73,1
9146-JRIOX,3,1,1,1,14,0,1,31.7,0,0,26.189958310676094,0,0,0,1,0,2,25.55,372.45,0.0,0,443.8,816.25,1
9150-HEPMB,3,0,0,0,56,0,1,21.61,1,3,27.0,1,0,1,3,0,2,52.7,3019.7,0.0,0,1210.16,4229.86,1
9150-KPBJQ,3,0,0,0,6,0,1,29.09,0,0,26.189958310676094,0,0,0,2,0,2,19.65,116.85,0.0,0,174.54,291.39,1
9152-AMKAK,3,0,0,0,6,5,1,22.95,1,3,10.0,1,1,1,2,1,2,80.25,493.4,0.0,0,137.7,631.1,1
9153-BTBVV,4,1,0,1,71,1,1,48.01,0,0,26.189958310676094,0,0,0,2,0,1,25.0,1753.0,0.0,0,3408.71,5161.71,1
9154-QDGTH,1,1,2,0,43,0,1,22.83,1,1,47.0,0,1,1,3,1,2,104.3,4451.85,0.0,0,981.69,5433.54,1
9158-VCTQB,2,1,0,1,41,0,1,5.01,1,1,10.0,1,1,1,1,1,1,113.6,4594.95,0.0,0,205.41,4800.36,0
9163-GHAYE,2,0,0,0,15,0,1,31.68,1,3,23.0,0,0,1,1,0,1,48.85,736.8,0.0,0,475.2,1212.0,1
9167-APMXZ,1,0,0,0,22,0,1,19.2,1,1,41.0,0,0,0,1,1,1,84.15,1821.95,0.0,60,422.4,2304.35,1
9168-INPSZ,4,1,0,10,44,0,1,20.83,1,1,9.0,0,1,1,2,0,1,104.15,4495.65,0.0,0,916.52,5412.17,1
9169-BSVIN,1,0,0,0,12,0,1,18.52,1,2,53.0,0,0,1,1,0,1,74.75,827.05,0.0,0,222.24,1049.29,1
9170-ARBTB,2,1,0,0,52,0,1,8.25,0,0,26.189958310676094,0,0,0,3,0,2,19.6,1012.4,46.07,0,429.0,1395.33,1
9170-CCKOU,4,1,0,1,17,4,1,12.06,1,1,9.0,1,0,1,1,0,2,90.2,1454.15,0.0,0,205.02,1659.17,0
9170-GYZJC,2,1,3,1,41,0,1,45.26,1,3,56.0,1,1,1,1,0,2,79.9,3326.2,0.0,0,1855.66,5181.86,0
9172-ANCRX,2,0,0,0,10,4,1,37.36,1,1,28.0,1,0,1,1,1,1,98.7,973.25,0.0,0,373.6,1346.85,0
9172-JITSM,3,1,0,1,26,0,1,15.37,1,1,11.0,0,0,1,1,1,1,90.8,2361.8,0.0,0,399.62,2761.42,0
9173-IVZVP,3,1,3,1,53,0,1,43.71,0,0,26.189958310676094,0,0,0,2,0,2,20.9,1146.05,0.0,0,2316.63,3462.68,1
9174-FKWZE,4,0,0,0,1,0,1,22.92,0,0,26.189958310676094,0,0,0,1,1,1,19.45,19.45,0.0,0,22.92,42.37,0
9174-IHETN,3,0,2,0,50,2,1,36.11,1,1,20.0,0,0,1,2,0,2,70.35,3533.6,0.0,0,1805.5,5339.1,1
9178-JHUVJ,1,1,3,1,24,3,1,1.14,0,0,26.189958310676094,0,0,0,2,1,1,24.1,587.4,0.0,0,27.36,614.76,1
9184-GALIL,1,1,2,6,38,0,1,2.86,0,0,26.189958310676094,0,0,0,1,0,2,20.45,781.25,0.0,0,108.68,889.93,1
9185-TQCVP,2,1,0,1,14,0,1,21.3,1,1,42.0,0,0,1,1,1,1,85.15,1139.2,38.48,0,298.2,1398.92,0
9189-JWSHV,4,1,0,1,24,0,1,13.38,1,1,12.0,0,0,1,1,1,1,93.55,2264.05,0.0,0,321.12,2585.17,0
9190-MFJLN,4,0,0,0,19,4,1,32.77,1,1,4.0,0,0,1,1,1,2,95.9,1777.9,0.0,0,622.63,2400.53,0
9191-MYQKX,2,1,5,1,7,0,1,8.69,1,1,53.0,0,0,1,1,1,1,75.15,496.9,0.0,0,60.83,557.73,0
9194-GFVOI,1,1,0,4,42,0,1,9.84,1,2,52.0,1,1,1,2,0,2,84.35,3571.6,0.0,0,413.28,3984.88,1
9199-PWQVC,2,1,0,1,63,2,1,49.08,1,3,24.0,1,0,0,3,1,2,79.7,4786.15,0.0,30,3092.04,7908.19,1
9200-NLNPD,1,1,0,10,56,0,0,25.420517214274486,1,2,30.0,0,1,0,3,1,1,54.05,2959.8,0.0,40,0.0,2999.8,1
9206-GVPEQ,2,1,0,1,13,0,0,25.420517214274486,1,3,71.0,1,1,1,1,1,1,54.45,706.85,0.0,0,0.0,706.85,0
9207-ZPANB,2,0,0,0,37,3,1,13.04,1,2,14.0,1,1,1,3,0,1,67.45,2443.3,0.0,0,482.48,2925.78,1
9208-OLGAQ,4,0,0,0,18,0,1,25.7,1,1,23.0,0,0,0,2,1,1,84.95,1443.65,4.76,70,462.6,1971.49,1
9209-NWPGU,2,0,0,0,44,2,1,34.98,1,3,2.0,1,1,1,3,0,1,65.4,2774.55,0.0,0,1539.12,4313.67,1
9210-IAHGH,3,0,0,0,7,5,1,23.35,1,2,6.0,0,1,1,1,1,2,70.75,450.8,0.0,0,163.45,614.25,0
9214-EKVXR,3,0,0,0,1,0,1,26.15,1,2,26.0,0,0,1,1,1,2,44.0,44.0,0.0,0,26.15,70.15,2
9220-CXRSC,3,1,2,10,69,0,1,39.07,1,2,19.0,1,1,1,2,0,2,61.4,4059.85,0.0,0,2695.83,6755.68,1
9220-ZNKJI,4,1,0,5,55,0,1,33.21,1,1,4.0,0,1,1,2,0,2,88.8,4805.3,0.0,0,1826.55,6631.85,1
9221-OTIVJ,5,0,0,0,14,0,1,29.96,1,1,7.0,0,0,1,1,1,1,104.85,1531.4,0.0,0,419.44,1950.84,0
9223-UCPVT,3,0,0,0,1,0,1,18.34,1,1,6.0,0,0,1,1,0,1,94.4,94.4,0.0,0,18.34,112.74,0
9224-VTYID,2,1,3,10,47,2,1,11.74,1,2,48.0,1,1,1,2,1,3,90.5,4318.35,0.0,0,551.78,4870.13,1
9225-BZLNZ,4,1,0,9,72,0,1,16.58,1,2,30.0,1,0,1,2,1,1,85.25,6083.1,0.0,0,1193.76,7276.86,1
9227-LUNBG,2,0,0,0,1,0,0,25.420517214274486,1,2,12.0,0,0,1,1,0,1,24.6,24.6,0.0,0,0.0,24.6,0
9227-UAQFT,2,0,0,0,16,4,1,40.17,0,0,26.189958310676094,0,0,0,2,0,3,19.75,284.35,0.0,0,642.72,927.07,1
9227-YBAXE,1,1,2,0,65,2,1,4.75,1,2,69.0,1,1,0,2,1,1,82.5,5215.1,0.0,40,308.75,5563.85,1
9229-RQABD,3,0,0,0,18,4,1,12.97,0,0,26.189958310676094,0,0,0,3,0,2,23.75,424.5,0.0,0,233.46,657.96,1
9231-ZJYAM,4,0,0,0,4,0,1,36.93,1,1,18.0,0,0,1,1,1,1,78.85,292.8,0.0,0,147.72,440.52,0
9233-PSYHO,4,0,0,0,45,2,1,6.9,1,1,20.0,0,0,1,3,1,1,100.15,4459.8,0.0,0,310.5,4770.3,1
9236-NDUCW,2,0,0,0,21,4,0,25.420517214274486,1,2,4.0,1,1,1,2,0,2,35.1,770.4,0.0,0,0.0,770.4,1
9237-HQITU,1,0,2,0,2,0,1,9.12,1,1,51.0,0,0,1,1,1,1,70.7,151.65,0.0,0,18.24,169.89,0
9239-GZHZE,1,1,0,6,72,1,1,24.85,1,1,47.0,1,1,1,2,1,2,113.65,8124.2,0.0,0,1789.2,9913.4,1
9239-ZBZZV,1,0,0,0,6,5,0,25.420517214274486,1,2,71.0,0,0,1,1,1,1,47.95,305.1,0.0,0,0.0,305.1,0
9242-TKFSV,3,1,0,7,72,1,0,25.420517214274486,1,2,15.0,1,1,1,2,1,2,65.1,4754.3,0.0,0,0.0,4754.3,1
9244-ZVAPM,2,0,0,0,1,0,1,37.44,1,2,9.0,0,0,1,1,0,2,45.6,45.6,0.0,0,37.44,83.04,2
9248-OJYKK,4,0,0,0,1,0,1,3.84,1,1,13.0,0,0,0,1,1,1,76.45,76.45,0.0,10,3.84,90.29,0
9249-FXSCK,1,0,0,0,52,2,1,33.69,1,1,52.0,1,1,1,3,1,2,111.25,5916.45,1.27,0,1751.88,7667.06,0
9250-WYPLL,1,0,0,0,5,0,1,35.22,1,1,58.0,0,0,1,1,0,1,75.55,413.65,0.0,0,176.1,589.75,0
9251-AWQGT,1,1,3,2,48,0,1,9.77,0,0,26.189958310676094,0,0,0,2,0,2,20.0,935.9,0.0,0,468.96,1404.86,1
9251-WNSOD,1,1,0,10,67,1,1,4.71,1,2,58.0,1,0,1,3,0,3,75.1,5064.45,0.0,0,315.57,5380.02,1
9253-QXKBE,4,1,0,1,29,0,1,6.25,1,1,21.0,0,0,1,1,1,1,94.45,2653.65,0.0,0,181.25,2834.9,0
9253-VIFJQ,3,1,0,6,65,2,1,39.49,1,2,18.0,1,0,1,3,0,2,67.05,4309.55,0.0,0,2566.85,6876.4,1
9254-RBFON,2,1,0,1,17,4,1,5.4,1,1,8.0,0,1,1,3,0,1,98.6,1704.95,0.0,0,91.8,1796.75,0
9256-JTBNZ,2,0,0,0,11,0,1,48.92,0,0,26.189958310676094,0,0,0,1,0,1,20.3,246.3,0.0,0,538.12,784.42,1
9257-AZMTZ,1,1,1,10,52,0,1,2.44,0,0,26.189958310676094,0,0,0,2,0,1,20.1,1078.75,17.05,0,126.88,1188.58,1
9258-CNWAC,1,1,2,2,71,1,1,4.32,1,1,41.0,1,1,1,2,0,2,113.65,8166.8,0.0,0,306.72,8473.52,1
9259-PACGQ,1,1,0,1,34,0,1,41.32,1,3,71.0,1,1,1,1,0,1,62.65,2274.9,0.0,0,1404.88,3679.78,0
9261-WDCAF,4,0,0,0,3,0,1,33.53,1,2,30.0,0,0,1,1,0,3,-5.0,189.1,0.0,0,100.59,289.69,2
9269-CQOOL,3,0,0,0,3,5,1,2.88,1,2,17.0,0,0,1,1,1,2,54.7,169.45,0.0,0,8.64,178.09,0
9272-LSVYH,1,0,0,0,10,0,1,4.29,1,1,85.0,0,0,1,1,0,2,70.15,735.5,0.0,0,42.9,778.4,1
9274-CNFMO,4,1,0,1,4,0,1,28.11,1,1,27.0,0,0,1,1,0,1,74.95,308.7,0.0,0,112.44,421.14,0
9274-UARKJ,4,0,0,0,15,0,1,10.43,1,1,29.0,0,0,1,1,1,1,83.2,1130.0,0.0,0,156.45,1286.45,1
9277-JOOMO,2,0,0,0,3,0,1,26.33,0,0,26.189958310676094,0,0,0,1,0,2,24.6,86.35,0.0,0,78.99,165.34,2
9278-VZKCD,4,1,0,1,52,0,1,4.11,1,1,17.0,1,0,1,2,1,1,109.1,5647.95,0.0,0,213.72,5861.67,1
9279-CJEOJ,4,0,0,0,21,0,1,37.4,1,1,16.0,0,0,1,1,1,1,95.4,2025.1,0.0,0,785.4,2810.5,1
9281-CEDRU,1,1,0,2,68,0,1,8.62,1,2,53.0,0,1,1,2,0,1,64.1,4326.25,19.12,0,586.16,4893.29,1
9281-OFDMF,4,0,0,0,39,0,1,20.06,1,1,3.0,0,0,1,2,0,1,90.7,3413.25,0.0,0,782.34,4195.59,1
9281-PKKZE,3,1,0,1,46,0,0,25.420517214274486,1,2,8.0,0,0,1,1,1,1,43.95,2007.85,0.0,0,0.0,2007.85,1
9282-IZGQK,3,0,0,0,1,5,1,30.52,1,1,30.0,0,0,1,1,1,1,85.0,85.0,0.0,0,30.52,115.52,0
9283-LZQOH,2,1,0,1,13,0,1,2.92,1,1,21.0,0,0,1,1,1,2,74.4,896.75,0.0,0,37.96,934.71,0
9286-BHDQG,3,1,0,11,72,1,0,25.420517214274486,1,2,17.0,1,1,1,2,0,2,45.25,3139.8,0.0,0,0.0,3139.8,1
9286-DOJGF,4,1,0,5,38,0,1,15.78,1,1,30.0,0,0,1,1,1,1,74.95,2869.85,0.0,0,599.64,3469.49,0
9289-LBQVU,1,1,0,5,64,0,1,32.93,1,2,26.0,0,1,1,3,1,2,70.15,4480.7,0.0,0,2107.52,6588.22,1
9290-SHCMB,4,0,0,0,13,0,1,26.68,1,1,24.0,0,0,1,2,1,1,96.85,1235.55,0.0,0,346.84,1582.39,1
9294-TDIPC,4,0,1,0,5,5,1,12.22,0,0,26.189958310676094,0,0,0,1,0,2,-10.0,83.75,0.0,0,61.1,144.85,1
9297-EONCV,3,0,0,0,72,1,1,44.21,1,2,22.0,1,1,1,2,1,1,91.35,6697.2,0.0,0,3183.12,9880.32,1
9297-FVVDH,2,1,0,2,57,2,1,10.05,1,2,16.0,1,1,1,2,1,1,84.5,4845.4,0.0,0,572.85,5418.25,1
9298-WGMRW,1,1,0,4,72,1,1,24.32,1,1,76.0,1,1,1,2,1,1,115.5,8312.75,0.0,0,1751.04,10063.79,1
9300-AGZNL,4,0,0,0,1,0,1,21.85,1,1,29.0,0,0,1,1,1,1,94.0,94.0,0.0,0,21.85,115.85,0
9300-RENDD,3,0,0,0,1,5,1,3.13,1,1,5.0,0,0,1,1,1,1,79.95,79.95,0.0,0,3.13,83.08,0
9305-CDSKC,2,0,2,0,8,0,1,12.15,1,3,26.0,0,0,1,1,1,1,99.65,820.5,0.0,0,97.2,917.7,0
9306-CPCBC,3,0,0,0,3,0,1,35.54,1,1,27.0,0,0,1,1,1,1,74.25,210.3,0.0,0,106.62,316.92,0
9308-ANMVE,3,0,2,0,47,2,1,25.25,1,3,17.0,1,0,1,1,1,1,55.3,2654.05,0.0,0,1186.75,3840.8,1
9309-BZGNT,4,1,0,7,69,0,0,25.420517214274486,1,2,13.0,0,0,1,3,1,2,29.8,2134.3,0.0,0,0.0,2134.3,1
9313-CDOGY,2,1,2,3,38,0,1,24.16,0,0,26.189958310676094,0,0,0,1,0,1,19.6,717.3,0.0,0,918.08,1635.38,1
9313-QOLTZ,2,0,0,0,26,3,1,31.73,0,0,26.189958310676094,0,0,0,1,0,2,20.9,518.3,0.0,0,824.98,1343.28,1
9314-IJWSQ,3,1,3,1,14,4,1,26.58,1,1,53.0,0,0,1,1,1,1,84.8,1203.9,0.0,0,372.12,1576.02,1
9314-QDMDW,2,0,0,0,11,4,1,27.84,1,3,59.0,0,0,1,3,1,1,61.25,729.95,0.0,0,306.24,1036.19,1
9317-WZPGV,4,0,0,0,2,5,1,39.63,1,1,23.0,0,0,0,1,1,1,79.75,159.4,0.0,10,79.26,248.66,0
9318-NKNFC,3,0,0,0,1,0,1,40.49,0,0,26.189958310676094,0,0,0,1,1,3,18.85,18.85,0.0,0,40.49,59.34,0
9323-HGFWY,3,1,0,0,27,3,1,20.02,1,1,27.0,1,1,1,3,1,2,101.9,2681.15,0.0,0,540.54,3221.69,1
9327-QSDED,3,0,0,0,8,0,1,7.02,1,2,23.0,0,0,0,1,0,2,43.55,335.4,0.0,10,56.16,401.56,1
9330-DHBFL,2,1,0,4,23,0,1,11.4,1,2,58.0,1,1,1,3,1,2,66.25,1533.8,23.92,0,262.2,1772.08,1
9330-IJWIO,3,0,0,0,13,4,1,6.78,1,1,26.0,1,0,1,1,1,1,100.35,1358.85,34.09,0,88.14,1412.9,0
9330-VOFSZ,2,1,0,1,60,2,1,30.23,1,1,14.0,0,1,1,2,1,2,110.8,6640.7,9.79,0,1813.8,8444.71,1
9332-GYWLO,1,1,2,3,6,0,1,30.17,1,2,48.0,0,0,1,1,0,1,54.85,355.1,39.15,0,181.02,496.97,1
9334-GWGOW,4,1,0,2,7,0,1,6.81,1,1,13.0,0,0,1,1,1,1,-4.0,485.25,0.0,0,47.67,532.92,1
9337-SRRNI,4,0,3,0,66,1,1,23.81,0,0,26.189958310676094,0,0,0,2,1,2,25.3,1673.8,0.0,0,1571.46,3245.26,1
9339-FIIJL,3,1,0,2,72,1,1,10.97,1,2,30.0,0,1,1,2,0,1,85.95,6151.9,0.0,0,789.84,6941.74,1
9342-VNIMQ,4,0,0,0,33,3,1,5.91,1,2,5.0,0,0,1,1,1,1,54.65,1665.2,0.0,0,195.03,1860.23,1
9347-AERRL,4,1,0,3,23,0,1,36.14,0,0,26.189958310676094,0,0,0,3,0,2,19.3,486.2,0.0,0,831.22,1317.42,1
9348-ROUAI,3,1,2,5,59,2,1,47.05,1,3,24.0,1,1,1,2,0,2,90.3,5194.05,0.0,0,2775.95,7970.0,1
9348-YVOMK,2,0,0,0,4,5,1,43.77,1,2,41.0,0,0,1,1,1,2,44.8,176.2,0.0,0,175.08,351.28,1
9350-VLHMB,2,1,3,4,67,1,1,6.15,1,1,53.0,0,0,1,1,1,1,89.55,6373.1,0.0,0,412.05,6785.15,1
9350-ZXYJC,1,0,0,0,4,5,1,9.75,0,0,26.189958310676094,0,0,0,2,1,2,25.3,116.95,0.0,0,39.0,155.95,1
9351-HXDMR,2,1,0,6,72,1,1,46.16,1,1,14.0,1,1,1,2,1,2,110.9,8240.85,0.0,0,3323.52,11564.37,1
9351-LZYGF,3,1,0,4,42,0,1,36.35,1,2,30.0,1,1,1,1,1,2,66.4,2727.8,0.0,0,1526.7,4254.5,1
9355-NPPFS,4,0,0,0,26,0,1,19.21,1,1,15.0,0,0,1,1,1,1,78.8,2006.1,0.0,0,499.46,2505.56,1
9356-AXGMP,4,1,0,9,38,3,1,42.08,1,1,15.0,1,1,1,3,1,1,110.7,4428.6,0.0,0,1599.04,6027.64,1
9357-UJRUN,3,1,0,5,24,0,1,34.01,1,3,4.0,1,1,1,3,1,1,58.35,1346.9,0.0,0,816.24,2163.14,1
9359-JANWS,1,1,0,5,65,0,1,34.31,1,2,71.0,1,1,1,2,0,2,58.9,3857.1,0.0,0,2230.15,6087.25,1
9359-UGBTK,4,0,0,0,67,0,1,5.39,1,3,9.0,1,1,1,3,1,1,72.35,4991.5,0.0,0,361.13,5352.63,1
9360-AHGNL,4,1,0,7,43,2,1,8.75,1,1,13.0,1,1,1,3,1,2,109.55,4830.25,0.0,0,376.25,5206.5,0
9360-OMDZZ,4,0,0,0,24,3,1,30.42,1,1,14.0,0,0,0,1,1,1,94.1,2322.85,0.0,110,730.08,3162.93,1
9361-YNQWJ,2,0,0,0,64,2,1,15.93,0,0,26.189958310676094,0,0,0,3,1,1,24.4,1601.2,0.0,0,1019.52,2620.72,1
9362-MWODR,4,0,1,0,40,0,1,20.13,1,2,10.0,1,1,1,1,1,2,64.1,2460.35,0.0,0,805.2,3265.55,1
9364-YKUVW,3,0,0,0,15,0,1,16.13,0,0,26.189958310676094,0,0,0,1,1,3,19.8,309.4,0.0,0,241.95,551.35,1
9365-CSLBQ,2,0,3,0,71,0,1,4.89,0,0,26.189958310676094,0,0,0,2,0,2,24.35,1654.6,0.0,0,347.19,2001.79,1
9365-SRSZE,4,1,0,0,27,3,1,30.49,1,1,16.0,0,0,1,2,1,1,70.55,1943.9,29.99,0,823.23,2737.14,1
9367-OIUXP,2,0,0,0,4,0,1,45.37,0,0,26.189958310676094,0,0,0,1,0,2,20.7,73.05,0.0,0,181.48,254.53,1
9367-TCUYN,1,0,0,0,12,4,1,8.82,0,0,26.189958310676094,0,0,0,1,0,2,20.1,223.6,0.0,0,105.84,329.44,1
9367-WXLCH,3,0,2,0,8,5,1,25.73,1,1,19.0,0,0,1,1,0,1,84.5,662.65,33.21,0,205.84,835.28,0
9369-XFEHK,4,1,0,1,33,0,1,33.19,1,3,15.0,0,0,1,1,1,1,80.6,2656.5,0.0,0,1095.27,3751.77,0
9371-BITHB,2,1,1,1,52,2,1,3.41,0,0,26.189958310676094,0,0,0,2,0,3,19.85,1070.5,0.0,0,177.32,1247.82,1
9372-TXXPS,3,1,0,7,60,2,1,41.4,1,3,21.0,1,1,1,2,0,1,59.85,3483.45,0.0,0,2484.0,5967.45,1
9373-WSLOY,5,1,0,1,33,0,0,25.420517214274486,1,2,4.0,0,1,1,2,1,1,50.0,1750.85,0.0,0,0.0,1750.85,1
9374-YOLBJ,2,1,5,9,1,5,1,25.1,0,0,26.189958310676094,0,0,0,1,0,1,19.25,19.25,0.0,0,25.1,44.35,2
9375-MHRRS,2,0,0,0,6,5,1,23.01,1,2,13.0,0,1,0,1,0,2,50.05,288.35,0.0,40,138.06,466.41,1
9378-FXTIZ,3,1,0,1,54,0,1,42.1,1,2,12.0,0,0,1,3,1,2,70.15,3715.65,0.0,0,2273.4,5989.05,0
9381-NDKME,4,1,0,1,24,3,0,25.420517214274486,1,3,29.0,0,0,1,1,1,2,40.65,933.3,0.0,0,0.0,933.3,0
9385-EHGDO,2,1,1,5,35,0,1,9.04,0,0,26.189958310676094,0,0,0,2,1,2,19.85,739.35,2.29,0,316.4,1053.46,1
9385-NXKDA,3,1,0,7,72,1,1,17.28,1,2,11.0,1,0,1,2,1,2,82.65,5919.35,0.0,0,1244.16,7163.51,1
9386-LDCZR,1,0,0,0,43,2,1,36.78,1,1,59.0,1,1,1,3,1,2,90.65,3882.3,0.0,0,1581.54,5463.84,1
9388-ZEYVT,4,0,0,0,43,2,0,25.420517214274486,1,2,11.0,0,1,1,3,0,1,-6.0,1931.3,0.0,0,0.0,1931.3,1
9389-ACWBI,3,1,2,1,5,0,1,1.38,1,1,16.0,0,0,1,1,0,2,69.95,320.4,0.0,0,6.9,327.3,1
9391-DXGGG,4,0,0,0,44,2,1,35.39,1,1,19.0,0,0,1,3,0,2,89.15,3990.75,0.0,0,1557.16,5547.91,1
9391-EOYLI,4,1,0,1,12,4,1,6.97,1,1,19.0,0,0,1,1,1,1,80.45,950.2,0.0,0,83.64,1033.84,0
9391-LMANN,2,0,3,0,53,2,1,33.74,1,1,56.0,1,0,1,3,0,1,95.95,5036.9,0.0,0,1788.22,6825.12,1
9391-TTOYH,2,0,0,0,23,4,1,13.98,0,0,26.189958310676094,0,0,0,1,1,2,19.5,470.2,0.0,0,321.54,791.74,1
9391-YZEJW,2,0,0,0,62,2,1,32.29,1,1,26.0,0,0,1,3,1,1,94.0,5757.2,0.0,0,2001.98,7759.18,1
9392-XBGTD,2,0,2,0,27,0,1,8.55,0,0,26.189958310676094,0,0,0,2,0,2,20.6,581.85,0.0,0,230.85,812.7,1
9396-ZSFLL,4,0,0,0,15,0,1,13.58,1,2,19.0,0,0,1,1,0,2,48.85,631.4,32.09,0,203.7,803.01,1
9397-TZSHA,1,0,0,0,69,1,1,36.5,0,0,26.189958310676094,0,0,0,2,0,2,24.6,1678.05,28.42,0,2518.5,4168.13,1
9398-MMQTO,2,0,0,0,3,0,1,34.8,1,1,5.0,0,0,0,1,0,2,74.45,221.1,0.0,70,104.4,395.5,2
9399-APLBT,3,1,0,0,1,0,1,21.91,1,1,8.0,0,0,1,1,1,1,74.7,74.7,0.0,0,21.91,96.61,0
9402-CXWPL,1,0,0,0,70,1,1,8.39,1,1,59.0,0,0,1,3,0,1,98.9,6838.6,0.0,0,587.3,7425.9,1
9402-ORRAH,5,0,0,0,15,0,1,39.57,1,1,16.0,0,0,1,2,1,1,91.5,1400.3,48.66,0,593.55,1945.19,1
